Valor nulo: -9999.9		
Fecha (GMT)	Velocidad media de Corriente(m/s)	Dir. de prop. de la Corriente (0=N,90=E)
2024 09 21 10	0.061	92.81
2024 09 21 11	0.076	93.01
2024 09 21 12	0.069	92.48
2024 09 21 13	0.064	92.68
2024 09 21 14	0.055	93.12
2024 09 21 15	0.042	94.08
2024 09 21 16	0.017	93.36
2024 09 21 17	0.003	270.0
2024 09 21 18	0.006	90.0
2024 09 21 19	0.033	91.73
2024 09 21 20	0.058	91.97
2024 09 21 21	0.081	92.82
2024 09 21 22	0.101	92.83
2024 09 21 23	0.106	92.7
2024 09 22 00	0.101	92.83
2024 09 22 01	0.101	92.83
2024 09 22 02	0.102	92.8
2024 09 22 03	0.101	92.83
2024 09 22 04	0.095	93.01
2024 09 22 05	0.086	92.66
2024 09 22 06	0.079	92.89
2024 09 22 07	0.078	92.93
2024 09 22 08	0.077	92.97
2024 09 22 09	0.074	92.32
2024 09 22 10	0.075	92.29
2024 09 22 11	0.084	92.72
2024 09 22 12	0.096	92.98
2024 09 22 13	0.11	93.12
2024 09 22 14	0.109	93.15
2024 09 22 15	0.104	92.75
2024 09 22 16	0.095	93.01
2024 09 22 17	0.08	92.86
2024 09 22 18	0.069	92.48
2024 09 22 19	0.069	92.48
2024 09 22 20	0.071	92.41
2024 09 22 21	0.073	92.35
2024 09 22 22	0.083	92.75
2024 09 22 23	0.095	93.01
2024 09 23 00	0.101	92.83
2024 09 23 01	0.109	93.15
2024 09 23 02	0.104	92.75
2024 09 23 03	0.105	92.72
2024 09 23 04	0.102	92.8
2024 09 23 05	0.099	92.89
2024 09 23 06	0.093	93.07
2024 09 23 07	0.091	93.14
2024 09 23 08	0.088	92.6
2024 09 23 09	0.085	92.69
2024 09 23 10	0.086	92.66
2024 09 23 11	0.094	93.04
2024 09 23 12	0.11	92.6
2024 09 23 13	0.121	92.83
2024 09 23 14	0.12	92.86
2024 09 23 15	0.111	93.09
2024 09 23 16	0.101	92.83
2024 09 23 17	0.09	93.17
2024 09 23 18	0.078	92.93
2024 09 23 19	0.072	93.17
2024 09 23 20	0.069	92.48
2024 09 23 21	0.064	92.68
2024 09 23 22	0.055	93.12
2024 09 23 23	0.052	93.3
2024 09 24 00	0.056	93.06
2024 09 24 01	0.063	92.72
2024 09 24 02	0.066	92.6
2024 09 24 03	0.064	92.68
2024 09 24 04	0.062	92.77
2024 09 24 05	0.059	92.91
2024 09 24 06	0.057	93.01
2024 09 24 07	0.054	93.17
2024 09 24 08	0.052	92.2
2024 09 24 09	0.054	93.17
2024 09 24 10	0.058	92.96
2024 09 24 11	0.063	92.72
2024 09 24 12	0.071	92.41
2024 09 24 13	0.083	92.75
2024 09 24 14	0.091	93.14
2024 09 24 15	0.089	92.57
2024 09 24 16	0.078	92.93
2024 09 24 17	0.063	92.72
2024 09 24 18	0.047	92.43
2024 09 24 19	0.036	93.17
2024 09 24 20	0.029	91.97
2024 09 24 21	0.022	92.6
2024 09 24 22	0.016	93.57
2024 09 24 23	0.014	94.08
2024 09 25 00	0.015	93.81
2024 09 25 01	0.019	93.01
2024 09 25 02	0.022	92.6
2024 09 25 03	0.021	92.72
2024 09 25 04	0.017	93.36
2024 09 25 05	0.009	96.34
2024 09 25 06	0.002	90.0
2024 09 25 07	0.001	90.0
2024 09 25 08	0.006	90.0
2024 09 25 09	0.012	90.0
2024 09 25 10	0.018	93.17
2024 09 25 11	0.023	92.48
2024 09 25 12	0.032	91.78
2024 09 25 13	0.042	92.72
2024 09 25 14	0.054	92.12
2024 09 25 15	0.064	92.68
2024 09 25 16	0.073	93.13
2024 09 25 17	0.078	92.93
2024 09 25 18	0.075	93.05
2024 09 25 19	0.067	92.56
2024 09 25 20	0.061	92.81
2024 09 25 21	0.05	93.43
2024 09 25 22	0.046	92.48
2024 09 25 23	0.046	92.48
2024 09 26 00	0.049	92.33
2024 09 26 01	0.048	92.38
2024 09 26 02	0.045	92.54
2024 09 26 03	0.049	92.33
2024 09 26 04	0.051	92.24
2024 09 26 05	0.041	92.79
2024 09 26 06	0.023	92.48
2024 09 26 07	0.02	92.86
2024 09 26 08	0.029	91.97
2024 09 26 09	0.051	92.24
2024 09 26 10	0.088	92.6
2024 09 26 11	0.115	92.98
2024 09 26 12	0.12	92.86
2024 09 26 13	0.107	92.67
2024 09 26 14	0.098	92.92
2024 09 26 15	0.111	93.09
2024 09 26 16	0.121	92.83
2024 09 26 17	0.114	93.01
2024 09 26 18	0.113	93.03
2024 09 26 19	0.116	92.96
2024 09 26 20	0.114	93.01
2024 09 26 21	0.113	93.03
2024 09 26 22	0.114	93.01
2024 09 26 23	0.108	92.65
2024 09 27 00	0.1	92.86
2024 09 27 01	0.104	92.75
2024 09 27 02	0.108	92.65
2024 09 27 03	0.108	92.65
2024 09 27 04	0.1	92.86
2024 09 27 05	0.091	92.51
2024 09 27 06	0.091	92.51
2024 09 27 07	0.1	92.86
2024 09 27 08	0.091	92.51
2024 09 27 09	0.09	92.54
2024 09 27 10	0.09	92.54
2024 09 27 11	0.083	92.75
2024 09 27 12	0.082	92.79
2024 09 27 13	0.082	92.79
2024 09 27 14	0.079	92.89
2024 09 27 15	0.071	92.41
2024 09 27 16	0.063	92.72
2024 09 27 17	0.058	92.96
2024 09 27 18	0.052	93.3
2024 09 27 19	0.045	92.54
2024 09 27 20	0.042	92.72
2024 09 27 21	0.038	93.01
2024 09 27 22	0.036	93.17
2024 09 27 23	0.034	93.36
2024 09 28 00	0.026	92.2
2024 09 28 01	0.019	93.01
2024 09 28 02	0.011	90.0
2024 09 28 03	0.005	90.0
2024 09 28 04	0.001	270.0
2024 09 28 05	0.01	275.71
2024 09 28 06	0.022	272.6
2024 09 28 07	0.032	273.57
2024 09 28 08	0.039	272.93
2024 09 28 09	0.044	272.6
2024 09 28 10	0.044	272.6
2024 09 28 11	0.041	272.79
2024 09 28 12	0.035	273.27
2024 09 28 13	0.026	272.2
2024 09 28 14	0.017	273.36
2024 09 28 15	0.019	273.01
2024 09 28 16	0.035	273.27
2024 09 28 17	0.046	272.48
2024 09 28 18	0.058	272.96
2024 09 28 19	0.07	273.27
2024 09 28 20	0.08	272.86
2024 09 28 21	0.084	272.72
2024 09 28 22	0.084	272.72
2024 09 28 23	0.081	272.82
2024 09 29 00	0.071	273.22
2024 09 29 01	0.061	272.81
2024 09 29 02	0.049	273.5
2024 09 29 03	0.035	273.27
2024 09 29 04	0.019	273.01
2024 09 29 05	0.003	270.0
2024 09 29 06	0.007	90.0
2024 09 29 07	0.011	90.0
2024 09 29 08	0.008	90.0
2024 09 29 09	0.002	270.0
2024 09 29 10	0.015	273.81
2024 09 29 11	0.029	271.97
2024 09 29 12	0.04	272.86
2024 09 29 13	0.04	272.86
2024 09 29 14	0.033	273.46
2024 09 29 15	0.019	273.01
2024 09 29 16	0.003	90.0
2024 09 29 17	0.033	91.73
2024 09 29 18	0.06	92.86
2024 09 29 19	0.06	92.86
2024 09 29 20	0.055	93.12
2024 09 29 21	0.041	92.79
2024 09 29 22	0.026	92.2
2024 09 29 23	0.012	94.76
2024 09 30 00	0.001	270.0
2024 09 30 01	0.009	270.0
2024 09 30 02	0.01	275.71
2024 09 30 03	0.004	270.0
2024 09 30 04	0.008	90.0
2024 09 30 05	0.024	92.38
2024 09 30 06	0.036	91.59
2024 09 30 07	0.043	92.66
2024 09 30 08	0.044	92.6
2024 09 30 09	0.038	93.01
2024 09 30 10	0.029	91.97
2024 09 30 11	0.02	92.86
2024 09 30 12	0.011	95.19
2024 09 30 13	0.005	270.0
2024 09 30 14	0.023	272.48
2024 09 30 15	0.037	273.09
2024 09 30 16	0.046	272.48
2024 09 30 17	0.05	273.43
2024 09 30 18	0.05	273.43
2024 09 30 19	0.038	273.01
2024 09 30 20	0.035	273.27
2024 09 30 21	0.04	272.86
2024 09 30 22	0.048	272.38
2024 09 30 23	0.047	272.43
2024 10 01 00	0.033	273.46
2024 10 01 01	0.018	273.17
2024 10 01 02	0.003	270.0
2024 10 01 03	0.01	90.0
2024 10 01 04	0.021	92.72
2024 10 01 05	0.033	91.73
2024 10 01 06	0.046	92.48
2024 10 01 07	0.056	93.06
2024 10 01 08	0.062	92.77
2024 10 01 09	0.056	93.06
2024 10 01 10	0.044	92.6
2024 10 01 11	0.029	93.94
2024 10 01 12	0.014	94.08
2024 10 01 13	0.003	270.0
2024 10 01 14	0.026	272.2
2024 10 01 15	0.037	273.09
2024 10 01 16	0.036	273.17
2024 10 01 17	0.028	272.04
2024 10 01 18	0.013	274.39
2024 10 01 19	0.006	90.0
2024 10 01 20	0.017	93.36
2024 10 01 21	0.019	93.01
2024 10 01 22	0.015	93.81
2024 10 01 23	0.006	90.0
2024 10 02 00	0.013	274.39
2024 10 02 01	0.037	273.09
2024 10 02 02	0.053	273.23
2024 10 02 03	0.062	272.77
2024 10 02 04	0.063	272.72
2024 10 02 05	0.058	272.96
2024 10 02 06	0.05	273.43
2024 10 02 07	0.045	272.54
2024 10 02 08	0.045	272.54
2024 10 02 09	0.048	272.38
2024 10 02 10	0.053	273.23
2024 10 02 11	0.063	272.72
2024 10 02 12	0.073	273.13
2024 10 02 13	0.073	273.13
2024 10 02 14	0.072	273.17
2024 10 02 15	0.071	273.22
2024 10 02 16	0.068	272.52
2024 10 02 17	0.068	272.52
2024 10 02 18	0.07	273.27
2024 10 02 19	0.068	272.52
2024 10 02 20	0.058	272.96
2024 10 02 21	0.049	272.33
2024 10 02 22	0.05	272.29
2024 10 02 23	0.052	272.2
2024 10 03 00	0.048	272.38
2024 10 03 01	0.038	273.01
2024 10 03 02	0.025	272.29
2024 10 03 03	0.011	275.19
2024 10 03 04	0.003	90.0
2024 10 03 05	0.015	93.81
2024 10 03 06	0.026	92.2
2024 10 03 07	0.033	91.73
2024 10 03 08	0.037	93.09
2024 10 03 09	0.041	92.79
2024 10 03 10	0.042	92.72
2024 10 03 11	0.04	92.86
2024 10 03 12	0.033	93.46
2024 10 03 13	0.017	93.36
2024 10 03 14	0.006	270.0
2024 10 03 15	0.032	271.78
2024 10 03 16	0.058	272.96
2024 10 03 17	0.077	272.97
2024 10 03 18	0.082	272.79
2024 10 03 19	0.078	272.93
2024 10 03 20	0.064	272.68
2024 10 03 21	0.049	273.5
2024 10 03 22	0.038	273.01
2024 10 03 23	0.032	273.57
2024 10 04 00	0.03	273.81
2024 10 04 01	0.031	273.69
2024 10 04 02	0.033	273.46
2024 10 04 03	0.037	273.09
2024 10 04 04	0.043	272.66
2024 10 04 05	0.047	272.43
2024 10 04 06	0.05	273.43
2024 10 04 07	0.055	273.12
2024 10 04 08	0.063	272.72
2024 10 04 09	0.072	273.17
2024 10 04 10	0.081	272.82
2024 10 04 11	0.088	272.6
2024 10 04 12	0.09	272.54
2024 10 04 13	0.09	272.54
2024 10 04 14	0.09	272.54
2024 10 04 15	0.093	273.07
2024 10 04 16	0.098	272.92
2024 10 04 17	0.104	272.75
2024 10 04 18	0.108	272.65
2024 10 04 19	0.108	272.65
2024 10 04 20	0.104	272.75
2024 10 04 21	0.1	272.86
2024 10 04 22	0.095	273.01
2024 10 04 23	0.088	272.6
2024 10 05 00	0.082	272.79
2024 10 05 01	0.076	273.01
2024 10 05 02	0.069	272.48
2024 10 05 03	0.062	272.77
2024 10 05 04	0.056	273.06
2024 10 05 05	0.052	273.3
2024 10 05 06	0.049	272.33
2024 10 05 07	0.047	272.43
2024 10 05 08	0.048	272.38
2024 10 05 09	0.05	272.29
2024 10 05 10	0.05	272.29
2024 10 05 11	0.049	272.33
2024 10 05 12	0.051	272.24
2024 10 05 13	0.053	272.16
2024 10 05 14	0.054	273.17
2024 10 05 15	0.053	272.16
2024 10 05 16	0.053	272.16
2024 10 05 17	0.058	272.96
2024 10 05 18	0.06	272.86
2024 10 05 19	0.06	272.86
2024 10 05 20	0.054	273.17
2024 10 05 21	0.042	272.72
2024 10 05 22	0.032	273.57
2024 10 05 23	0.014	274.08
2024 10 06 00	0.016	93.57
2024 10 06 01	0.033	93.46
2024 10 06 02	0.038	93.01
2024 10 06 03	0.034	93.36
2024 10 06 04	0.019	93.01
2024 10 06 05	0.007	270.0
2024 10 06 06	0.029	271.97
2024 10 06 07	0.034	273.36
2024 10 06 08	0.031	273.69
2024 10 06 09	0.023	272.48
2024 10 06 10	0.014	274.08
2024 10 06 11	0.004	270.0
2024 10 06 12	0.011	95.19
2024 10 06 13	0.023	92.48
2024 10 06 14	0.028	94.08
2024 10 06 15	0.023	92.48
2024 10 06 16	0.007	98.13
2024 10 06 17	0.015	270.0
2024 10 06 18	0.036	271.59
2024 10 06 19	0.051	272.24
2024 10 06 20	0.06	272.86
2024 10 06 21	0.061	272.81
2024 10 06 22	0.052	273.3
2024 10 06 23	0.039	272.93
2024 10 07 00	0.026	272.2
2024 10 07 01	0.018	273.17
2024 10 07 02	0.011	275.19
2024 10 07 03	0.012	274.76
2024 10 07 04	0.017	273.36
2024 10 07 05	0.024	272.38
2024 10 07 06	0.035	273.27
2024 10 07 07	0.038	273.01
2024 10 07 08	0.036	273.17
2024 10 07 09	0.031	273.69
2024 10 07 10	0.022	272.6
2024 10 07 11	0.008	277.12
2024 10 07 12	0.009	90.0
2024 10 07 13	0.024	92.38
2024 10 07 14	0.033	91.73
2024 10 07 15	0.039	92.93
2024 10 07 16	0.041	92.79
2024 10 07 17	0.045	92.54
2024 10 07 18	0.046	92.48
2024 10 07 19	0.033	91.73
2024 10 07 20	0.001	90.0
2024 10 07 21	0.035	273.27
2024 10 07 22	0.05	273.43
2024 10 07 23	0.023	272.48
2024 10 08 00	0.014	90.0
2024 10 08 01	0.041	92.79
2024 10 08 02	0.054	92.12
2024 10 08 03	0.065	92.64
2024 10 08 04	0.072	92.38
2024 10 08 05	0.072	92.38
2024 10 08 06	0.067	92.56
2024 10 08 07	0.058	92.96
2024 10 08 08	0.049	92.33
2024 10 08 09	0.044	92.6
2024 10 08 10	0.044	92.6
2024 10 08 11	0.047	92.43
2024 10 08 12	0.045	92.54
2024 10 08 13	0.043	92.66
2024 10 08 14	0.042	92.72
2024 10 08 15	0.037	93.09
2024 10 08 16	0.025	92.29
2024 10 08 17	0.001	90.0
2024 10 08 18	0.028	272.04
2024 10 08 19	0.046	272.48
2024 10 08 20	0.035	273.27
2024 10 08 21	0.019	273.01
2024 10 08 22	0.024	92.38
2024 10 08 23	0.061	92.81
2024 10 09 00	0.052	92.2
2024 10 09 01	0.063	92.72
2024 10 09 02	0.063	92.72
2024 10 09 03	0.06	92.86
2024 10 09 04	0.056	93.06
2024 10 09 05	0.052	92.2
2024 10 09 06	0.049	92.33
2024 10 09 07	0.05	92.29
2024 10 09 08	0.056	93.06
2024 10 09 09	0.069	92.48
2024 10 09 10	0.082	92.79
2024 10 09 11	0.088	92.6
2024 10 09 12	0.097	92.95
2024 10 09 13	0.081	92.82
2024 10 09 14	0.053	93.23
2024 10 09 15	0.042	92.72
2024 10 09 16	0.042	92.72
2024 10 09 17	0.05	92.29
2024 10 09 18	0.06	92.86
2024 10 09 19	0.073	93.13
2024 10 09 20	0.086	92.66
2024 10 09 21	0.093	92.46
2024 10 09 22	0.1	92.86
2024 10 09 23	0.101	92.83
2024 10 10 00	0.1	92.86
2024 10 10 01	0.095	93.01
2024 10 10 02	0.087	92.63
2024 10 10 03	0.076	93.01
2024 10 10 04	0.066	92.6
2024 10 10 05	0.06	92.86
2024 10 10 06	0.056	93.06
2024 10 10 07	0.053	93.23
2024 10 10 08	0.052	92.2
2024 10 10 09	0.052	93.3
2024 10 10 10	0.053	93.23
2024 10 10 11	0.051	92.24
2024 10 10 12	0.044	92.6
2024 10 10 13	0.041	92.79
2024 10 10 14	0.038	93.01
2024 10 10 15	0.032	93.57
2024 10 10 16	0.022	92.6
2024 10 10 17	0.012	94.76
2024 10 10 18	0.006	90.0
2024 10 10 19	0.006	90.0
2024 10 10 20	0.004	90.0
2024 10 10 21	0.002	90.0
2024 10 10 22	0.0	0.0
2024 10 10 23	0.002	270.0
2024 10 11 00	0.005	270.0
2024 10 11 01	0.009	270.0
2024 10 11 02	0.016	273.57
2024 10 11 03	0.025	272.29
2024 10 11 04	0.036	273.17
2024 10 11 05	0.048	272.38
2024 10 11 06	0.058	272.96
2024 10 11 07	0.065	272.64
2024 10 11 08	0.069	272.48
2024 10 11 09	0.072	273.17
2024 10 11 10	0.074	273.09
2024 10 11 11	0.073	273.13
2024 10 11 12	0.069	272.48
2024 10 11 13	0.063	272.72
2024 10 11 14	0.057	273.01
2024 10 11 15	0.052	273.3
2024 10 11 16	0.049	273.5
2024 10 11 17	0.046	272.48
2024 10 11 18	0.045	272.54
2024 10 11 19	0.046	272.48
2024 10 11 20	0.046	272.48
2024 10 11 21	0.04	272.86
2024 10 11 22	0.029	273.94
2024 10 11 23	0.012	274.76
2024 10 12 00	0.016	90.0
2024 10 12 01	0.028	92.04
2024 10 12 02	0.036	91.59
2024 10 12 03	0.041	92.79
2024 10 12 04	0.039	92.93
2024 10 12 05	0.033	91.73
2024 10 12 06	0.025	92.29
2024 10 12 07	0.017	93.36
2024 10 12 08	0.01	90.0
2024 10 12 09	0.006	90.0
2024 10 12 10	0.004	90.0
2024 10 12 11	0.004	90.0
2024 10 12 12	0.005	90.0
2024 10 12 13	0.009	90.0
2024 10 12 14	0.013	94.39
2024 10 12 15	0.016	93.57
2024 10 12 16	0.016	93.57
2024 10 12 17	0.011	95.19
2024 10 12 18	0.002	90.0
2024 10 12 19	0.003	270.0
2024 10 12 20	0.003	90.0
2024 10 12 21	0.011	90.0
2024 10 12 22	0.017	93.36
2024 10 12 23	0.023	92.48
2024 10 13 00	0.03	91.9
2024 10 13 01	0.032	93.57
2024 10 13 02	0.033	93.46
2024 10 13 03	0.036	93.17
2024 10 13 04	0.035	93.27
2024 10 13 05	0.031	93.69
2024 10 13 06	0.02	92.86
2024 10 13 07	0.003	90.0
2024 10 13 08	0.017	273.36
2024 10 13 09	0.033	273.46
2024 10 13 10	0.045	272.54
2024 10 13 11	0.053	273.23
2024 10 13 12	0.05	273.43
2024 10 13 13	0.031	273.69
2024 10 13 14	0.002	270.0
2024 10 13 15	0.025	92.29
2024 10 13 16	0.043	92.66
2024 10 13 17	0.058	92.96
2024 10 13 18	0.075	92.29
2024 10 13 19	0.085	92.69
2024 10 13 20	0.088	92.6
2024 10 13 21	0.078	92.93
2024 10 13 22	0.07	92.45
2024 10 13 23	0.061	92.81
2024 10 14 00	0.048	92.38
2024 10 14 01	0.038	93.01
2024 10 14 02	0.033	93.46
2024 10 14 03	0.031	93.69
2024 10 14 04	0.033	93.46
2024 10 14 05	0.034	93.36
2024 10 14 06	0.031	93.69
2024 10 14 07	0.023	92.48
2024 10 14 08	0.011	95.19
2024 10 14 09	0.003	270.0
2024 10 14 10	0.022	272.6
2024 10 14 11	0.049	272.33
2024 10 14 12	0.081	272.82
2024 10 14 13	0.085	272.69
2024 10 14 14	0.079	272.89
2024 10 14 15	0.071	273.22
2024 10 14 16	0.068	272.52
2024 10 14 17	0.064	272.68
2024 10 14 18	0.06	272.86
2024 10 14 19	0.057	273.01
2024 10 14 20	0.059	272.91
2024 10 14 21	0.056	273.06
2024 10 14 22	0.057	273.01
2024 10 14 23	0.059	272.91
2024 10 15 00	0.058	272.96
2024 10 15 01	0.053	273.23
2024 10 15 02	0.045	272.54
2024 10 15 03	0.033	273.46
2024 10 15 04	0.02	272.86
2024 10 15 05	0.006	279.46
2024 10 15 06	0.006	90.0
2024 10 15 07	0.011	90.0
2024 10 15 08	0.008	90.0
2024 10 15 09	0.001	270.0
2024 10 15 10	0.013	274.39
2024 10 15 11	0.026	272.2
2024 10 15 12	0.034	273.36
2024 10 15 13	0.03	273.81
2024 10 15 14	0.022	272.6
2024 10 15 15	0.01	275.71
2024 10 15 16	0.019	93.01
2024 10 15 17	0.074	92.32
2024 10 15 18	0.099	92.89
2024 10 15 19	0.106	92.7
2024 10 15 20	0.106	92.7
2024 10 15 21	0.099	92.89
2024 10 15 22	0.081	92.82
2024 10 15 23	0.052	93.3
2024 10 16 00	0.012	94.76
2024 10 16 01	0.01	270.0
2024 10 16 02	0.027	272.12
2024 10 16 03	0.034	273.36
2024 10 16 04	0.033	273.46
2024 10 16 05	0.023	272.48
2024 10 16 06	0.006	270.0
2024 10 16 07	0.011	90.0
2024 10 16 08	0.023	92.48
2024 10 16 09	0.031	91.84
2024 10 16 10	0.046	92.48
2024 10 16 11	0.067	92.56
2024 10 16 12	0.077	92.97
2024 10 16 13	0.081	92.82
2024 10 16 14	0.08	92.86
2024 10 16 15	0.078	92.93
2024 10 16 16	0.082	92.79
2024 10 16 17	0.089	92.57
2024 10 16 18	0.091	92.51
2024 10 16 19	0.092	93.11
2024 10 16 20	0.093	93.07
2024 10 16 21	0.085	92.69
2024 10 16 22	0.075	93.05
2024 10 16 23	0.06	92.86
2024 10 17 00	0.044	92.6
2024 10 17 01	0.04	92.86
2024 10 17 02	0.04	92.86
2024 10 17 03	0.045	92.54
2024 10 17 04	0.054	93.17
2024 10 17 05	0.067	92.56
2024 10 17 06	0.074	93.09
2024 10 17 07	0.079	92.89
2024 10 17 08	0.084	92.72
2024 10 17 09	0.082	92.79
2024 10 17 10	0.074	93.09
2024 10 17 11	0.068	92.52
2024 10 17 12	0.069	92.48
2024 10 17 13	0.068	92.52
2024 10 17 14	0.071	92.41
2024 10 17 15	0.08	92.86
2024 10 17 16	0.085	92.69
2024 10 17 17	0.091	92.51
2024 10 17 18	0.101	92.83
2024 10 17 19	0.097	92.95
2024 10 17 20	0.089	92.57
2024 10 17 21	0.079	92.89
2024 10 17 22	0.066	92.6
2024 10 17 23	0.053	93.23
2024 10 18 00	0.042	92.72
2024 10 18 01	0.032	93.57
2024 10 18 02	0.035	93.27
2024 10 18 03	0.037	93.09
2024 10 18 04	0.039	92.93
2024 10 18 05	0.045	92.54
2024 10 18 06	0.048	92.38
2024 10 18 07	0.047	92.43
2024 10 18 08	0.041	92.79
2024 10 18 09	0.034	93.36
2024 10 18 10	0.029	91.97
2024 10 18 11	0.022	92.6
2024 10 18 12	0.017	93.36
2024 10 18 13	0.014	94.08
2024 10 18 14	0.007	90.0
2024 10 18 15	0.001	90.0
2024 10 18 16	0.007	90.0
2024 10 18 17	0.022	92.6
2024 10 18 18	0.039	92.93
2024 10 18 19	0.044	92.6
2024 10 18 20	0.042	92.72
2024 10 18 21	0.031	91.84
2024 10 18 22	0.014	94.08
2024 10 18 23	0.009	270.0
2024 10 19 00	0.032	271.78
2024 10 19 01	0.046	272.48
2024 10 19 02	0.051	272.24
2024 10 19 03	0.048	272.38
2024 10 19 04	0.037	273.09
2024 10 19 05	0.022	272.6
2024 10 19 06	0.004	270.0
2024 10 19 07	0.011	90.0
2024 10 19 08	0.022	92.6
2024 10 19 09	0.026	92.2
2024 10 19 10	0.024	92.38
2024 10 19 11	0.017	93.36
2024 10 19 12	0.007	90.0
2024 10 19 13	0.006	270.0
2024 10 19 14	0.019	273.01
2024 10 19 15	0.031	271.84
2024 10 19 16	0.039	272.93
2024 10 19 17	0.043	272.66
2024 10 19 18	0.043	272.66
2024 10 19 19	0.046	272.48
2024 10 19 20	0.041	272.79
2024 10 19 21	0.031	273.69
2024 10 19 22	0.026	272.2
2024 10 19 23	0.027	272.12
2024 10 20 00	0.033	273.46
2024 10 20 01	0.037	273.09
2024 10 20 02	0.037	273.09
2024 10 20 03	0.031	273.69
2024 10 20 04	0.02	272.86
2024 10 20 05	0.007	278.13
2024 10 20 06	0.006	90.0
2024 10 20 07	0.024	92.38
2024 10 20 08	0.045	92.54
2024 10 20 09	0.072	92.38
2024 10 20 10	0.106	92.7
2024 10 20 11	0.122	92.81
2024 10 20 12	0.117	92.93
2024 10 20 13	0.095	93.01
2024 10 20 14	0.072	93.17
2024 10 20 15	0.047	93.65
2024 10 20 16	0.019	93.01
2024 10 20 17	0.006	270.0
2024 10 20 18	0.024	272.38
2024 10 20 19	0.028	272.04
2024 10 20 20	0.018	273.17
2024 10 20 21	0.001	90.0
2024 10 20 22	0.02	92.86
2024 10 20 23	0.03	91.9
2024 10 21 00	0.022	92.6
2024 10 21 01	0.014	94.08
2024 10 21 02	0.01	90.0
2024 10 21 03	0.012	90.0
2024 10 21 04	0.021	92.72
2024 10 21 05	0.036	93.17
2024 10 21 06	0.053	92.16
2024 10 21 07	0.072	92.38
2024 10 21 08	0.089	92.57
2024 10 21 09	0.106	92.7
2024 10 21 10	0.12	92.86
2024 10 21 11	0.125	92.74
2024 10 21 12	0.117	92.93
2024 10 21 13	0.093	93.07
2024 10 21 14	0.067	92.56
2024 10 21 15	0.051	93.36
2024 10 21 16	0.046	92.48
2024 10 21 17	0.048	92.38
2024 10 21 18	0.049	92.33
2024 10 21 19	0.05	92.29
2024 10 21 20	0.055	93.12
2024 10 21 21	0.062	92.77
2024 10 21 22	0.067	92.56
2024 10 21 23	0.066	92.6
2024 10 22 00	0.054	93.17
2024 10 22 01	0.037	93.09
2024 10 22 02	0.018	93.17
2024 10 22 03	0.002	90.0
2024 10 22 04	0.009	270.0
2024 10 22 05	0.016	273.57
2024 10 22 06	0.02	272.86
2024 10 22 07	0.02	272.86
2024 10 22 08	0.018	273.17
2024 10 22 09	0.013	274.39
2024 10 22 10	0.009	276.34
2024 10 22 11	0.009	270.0
2024 10 22 12	0.022	272.6
2024 10 22 13	0.044	272.6
2024 10 22 14	0.06	272.86
2024 10 22 15	0.077	272.97
2024 10 22 16	0.087	272.63
2024 10 22 17	0.094	273.04
2024 10 22 18	0.096	272.98
2024 10 22 19	0.09	272.54
2024 10 22 20	0.078	272.93
2024 10 22 21	0.066	272.6
2024 10 22 22	0.056	273.06
2024 10 22 23	0.049	273.5
2024 10 23 00	0.025	272.29
2024 10 23 01	0.034	273.36
2024 10 23 02	0.039	272.93
2024 10 23 03	0.043	272.66
2024 10 23 04	0.047	272.43
2024 10 23 05	0.048	273.57
2024 10 23 06	0.049	273.5
2024 10 23 07	0.051	273.36
2024 10 23 08	0.056	273.06
2024 10 23 09	0.062	272.77
2024 10 23 10	0.066	272.6
2024 10 23 11	0.07	273.27
2024 10 23 12	0.074	273.09
2024 10 23 13	0.074	273.09
2024 10 23 14	0.074	273.09
2024 10 23 15	0.073	273.13
2024 10 23 16	0.069	272.48
2024 10 23 17	0.061	272.81
2024 10 23 18	0.049	273.5
2024 10 23 19	0.027	274.23
2024 10 23 20	0.004	284.03
2024 10 23 21	0.012	90.0
2024 10 23 22	0.018	93.17
2024 10 23 23	0.019	93.01
2024 10 24 00	0.025	92.29
2024 10 24 01	0.032	91.78
2024 10 24 02	0.037	93.09
2024 10 24 03	0.038	93.01
2024 10 24 04	0.037	93.09
2024 10 24 05	0.035	93.27
2024 10 24 06	0.028	92.04
2024 10 24 07	0.013	94.39
2024 10 24 08	0.003	90.0
2024 10 24 09	0.004	270.0
2024 10 24 10	0.009	276.34
2024 10 24 11	0.01	275.71
2024 10 24 12	0.006	270.0
2024 10 24 13	0.004	90.0
2024 10 24 14	0.016	93.57
2024 10 24 15	0.026	92.2
2024 10 24 16	0.029	91.97
2024 10 24 17	0.027	92.12
2024 10 24 18	0.027	92.12
2024 10 24 19	0.031	91.84
2024 10 24 20	0.046	92.48
2024 10 24 21	0.07	92.45
2024 10 24 22	0.085	92.69
2024 10 24 23	0.081	92.82
2024 10 25 00	0.065	92.64
2024 10 25 01	0.058	92.96
2024 10 25 02	0.059	92.91
2024 10 25 03	0.059	92.91
2024 10 25 04	0.058	92.96
2024 10 25 05	0.061	92.81
2024 10 25 06	0.064	92.68
2024 10 25 07	0.058	92.96
2024 10 25 08	0.055	93.12
2024 10 25 09	0.052	93.3
2024 10 25 10	0.048	92.38
2024 10 25 11	0.045	92.54
2024 10 25 12	0.048	92.38
